0.49732440000000000       0.49866220000000000     -0.66
0.48662210000000000       0.48795990000000000     -1.3
0.46254180000000000       0.46387960000000000     -5.7
0.43043480000000001       0.42909700000000001     0.37
0.38494980000000001       0.38628760000000001     6.5
0.33411370000000001       0.33277590000000001     3.5
0.27525080000000002       0.27391300000000002     -2.95
0.21371240000000000       0.21237460000000000     -1.25
0.15217390000000000       0.15083610000000000     0.030
0.10668900000000001       0.10802680000000001     -0.0307
